File, V_Neg, V_Neut, V_Pos, A_Neut, A_Pos, Laning, Shopping, Returning, Roaming, Fighting, Pushing, Defending, Dead, Misc, Interest
72_04_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
45_07_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
189_09_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
104_01_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3
150_07_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
40_08_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
187_09_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
113_010_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
149_09_03.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2
118_03_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
204_010_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
57_06_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
229_09_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2
45_03_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
226_06_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
140_05_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
18_07_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
213_01_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
83_010_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
3_06_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
152_05_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
79_09_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
40_08_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
83_02_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
42_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
147_010_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
84_08_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
206_07_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3
123_010_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
17_07_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
58_010_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
6_09_03.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2
200_07_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4
226_02_02.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2
196_010_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
94_010_03.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
145_07_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
29_07_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
145_03_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
40_08_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
151_03_02.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2
162_07_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
11_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
194_09_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
215_06_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
133_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
166_01_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
107_09_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
208_010_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
129_010_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
224_02_02.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3
46_01_03.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3
163_03_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
62_010_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4
208_09_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
116_06_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
213_05_03.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2
89_010_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
91_010_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
220_04_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
84_01_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
32_07_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
92_010_03.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
211_02_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
159_08_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
87_04_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
237_07_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
50_08_02.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2
206_010_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
21_01_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
109_01_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2
6_010_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
124_07_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
166_04_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
185_05_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
48_01_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
229_08_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
74_05_02.mp4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3
165_03_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
126_06_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
42_03_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
22_08_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
91_09_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
237_01_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,4
156_02_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
86_05_01.mp4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
114_02_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
87_02_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3
102_06_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
145_03_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
221_03_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
32_09_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
2_010_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
41_08_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
159_03_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
148_05_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
92_04_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
31_09_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
103_01_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
16_06_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
100_09_01.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2
55_010_01.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2
0_09_03.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2
216_03_01.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
84_04_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
167_01_02.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3
97_09_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
158_02_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
138_05_02.mp4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
162_02_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
143_05_03.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2
73_09_01.mp4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3
216_010_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
61_03_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
10_09_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2
7_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
51_06_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
108_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
145_04_01.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2
210_03_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
122_04_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
33_06_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
84_09_02.mp4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2
85_09_01.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2
121_04_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
92_09_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
223_01_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
74_010_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
198_06_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
29_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
210_09_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
2_04_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
175_09_01.mp4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4
129_08_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
12_05_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
219_02_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
227_02_01.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2
192_07_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
209_09_02.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
80_03_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
202_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
101_08_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
163_01_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
202_01_01.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
68_010_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
74_07_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
163_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
210_08_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
203_03_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
88_01_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
111_07_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
179_06_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
28_02_01.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
30_010_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
236_06_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3
176_05_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3
14_07_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
54_01_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
187_05_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
112_09_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
143_03_02.mp4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
218_09_01.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
57_07_01.mp4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2
94_09_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
169_04_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
79_010_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
177_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
203_07_03.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3
145_01_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
1_06_01.mp4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2
79_02_02.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2
193_08_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
194_02_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
28_010_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
198_07_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
126_01_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
32_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
182_08_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
103_010_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
133_06_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
29_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
128_01_01.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3
59_03_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
35_05_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
65_03_01.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2
81_05_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
179_01_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
20_07_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
210_06_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
81_08_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
219_03_01.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2
166_05_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
20_02_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4
226_02_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
66_06_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
66_010_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
57_010_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
133_08_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
31_04_03.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
213_02_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2
154_02_03.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
71_010_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
223_07_01.mp4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
62_07_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
112_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
225_02_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
162_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
154_06_01.mp4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
196_02_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
75_03_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
51_08_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
30_04_03.mp4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
60_09_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
183_05_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
20_09_01.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2
18_05_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2
85_03_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4
141_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
46_02_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
66_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
24_03_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2
85_09_02.mp4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2
153_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
71_02_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
76_07_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
20_010_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
181_07_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3
68_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
150_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
55_05_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
88_09_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2
111_02_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
167_010_03.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2
111_01_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
115_010_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
124_04_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
205_010_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2
102_01_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
80_010_03.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2
195_06_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
191_09_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
125_08_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
74_03_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
41_01_03.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2
161_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
32_02_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2
96_02_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
75_04_02.mp4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
194_09_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
162_07_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
96_08_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
111_08_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
183_08_03.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
122_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
111_06_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
142_04_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
7_02_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
225_010_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2
95_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
77_09_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
220_07_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
71_07_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
22_04_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
234_09_02.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
193_01_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
213_010_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
237_02_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
196_01_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
234_06_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
239_09_01.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,4
12_01_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
124_06_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
216_08_03.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
185_09_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
91_04_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
9_03_01.mp4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2
23_07_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
